qa_id,question,reference_answer,gold_citation,parent_id,parent_mapping_status,review_priority,top_score,score_margin,candidate_child_ids,candidate_citations,candidate_scores,top_evidence_preview,review_decision,gold_child_ids,answer_support,review_notes
QA_0244,What must each Member State establish according to Regulation 376/2014?,Each Member State is required to put in place an entity to which employees and contracted personnel may report alleged infringements of the protection rules contained in the Regulation.,Article 16(12),GM_EU_376_2014_SEC_5_10,auto_mapped,medium,0.625326,,GM_EU_376_2014_SEC_5_10__C0001,GM 5.10,0.625326,"There may be situation where a private pilot will consider that the protection principles have not been complied with, for example if a proceeding has been open by a Member State. Regulation 376/2014 addresses such situation and requires ea",,,,
QA_0245,In what situation might a private pilot consider that the protection principles have not been complied with?,A private pilot may consider that the protection principles have not been complied with if a proceeding has been opened by a Member State.,GM to Reg. (EU) No 376/2014,GM_EU_376_2014_SEC_5_10,auto_mapped,medium,0.503636,,GM_EU_376_2014_SEC_5_10__C0001,GM 5.10,0.503636,"There may be situation where a private pilot will consider that the protection principles have not been complied with, for example if a proceeding has been open by a Member State. Regulation 376/2014 addresses such situation and requires ea",,,,
QA_0246,What does ATM/ANS stand for?,ATM/ANS stands for Air Traffic Management / Air Navigation Services.,GM to Reg. (EU) No 376/2014,GM_EU_376_2014_ACRONYMS,accepted_manual,high,0.603418,0.040453,GM_EU_376_2014_ACRONYMS__C0001;GM_EU_376_2014_ACRONYMS__C0009;GM_EU_376_2014_ACRONYMS__C0014;GM_EU_376_2014_ACRONYMS__C0003;GM_EU_376_2014_ACRONYMS__C0004,GM acronyms;GM acronyms;GM acronyms;GM acronyms;GM acronyms,0.603418;0.562965;0.554043;0.552077;0.552077,ATM/ANS | Air Traffic Management / Air Navigation Services,,,,Acronym table is now a dedicated GM reference parent.
QA_0247,What does EASA represent in the context of aviation regulation?,EASA stands for European Aviation Safety Agency.,GM to Reg. (EU) No 376/2014,GM_EU_376_2014_ACRONYMS,accepted_manual,high,0.35787,0.21214,GM_EU_376_2014_ACRONYMS__C0002;GM_EU_376_2014_ACRONYMS__C0011;GM_EU_376_2014_ACRONYMS__C0010;GM_EU_376_2014_ACRONYMS__C0005;GM_EU_376_2014_ACRONYMS__C0003,GM acronyms;GM acronyms;GM acronyms;GM acronyms;GM acronyms,0.35787;0.14573;0.080893;0.07932;0.06753,ATM/ANS: EASA | Air Traffic Management / Air Navigation Services: European Aviation Safety Agency,,,,Acronym table is now a dedicated GM reference parent.
QA_0248,Under what specific conditions does the obligation to report occurrences under Article 4(1) NOT apply to a pilot in command?,"The obligation to report does not apply if the pilot in command is unable to report the occurrence, in which case the next crew member in the chain of command must report instead. This means that if the pilot is incapacitated or otherwise unable to fulfill this duty, the reporting responsibility shifts to another crew member. However, this does not exempt the pilot from the obligation if they are capable of reporting.",Article 4(6)(a),EU_376_2014_ART_4,auto_mapped,high,0.390946,0.20516,EU_376_2014_ART_4__C0030;EU_376_2014_ART_4__C0029;EU_376_2014_ART_4__C0038;EU_376_2014_ART_4__C0001;EU_376_2014_ART_4__C0027,Article 4(6)(a);Article 4(6);Article 4(8);Article 4(1);Article 4(5),0.390946;0.185786;0.122489;0.085682;0.083649,"(a)the pilot in command, or, in cases where the pilot in command is unable to report the occurrence, any other crew member next in the chain of command of an aircraft registered in a Member State or an aircraft registered outside the Union ",,,,
QA_0249,"What are the precise conditions under which a person engaged in aircraft maintenance is required to report occurrences, and what exceptions exist?","A person engaged in designing, manufacturing, maintaining, or modifying an aircraft must report occurrences if they are under the oversight of a Member State or the Agency. However, if the individual is not under such oversight, they are not obligated to report. Additionally, if the occurrence does not fall into the categories specified in Article 4(1), such as technical conditions or operational issues, the reporting obligation does not apply.",Article 4(6)(b),EU_376_2014_ART_4,auto_mapped,high,0.358792,0.165518,EU_376_2014_ART_4__C0031;EU_376_2014_ART_4__C0029;EU_376_2014_ART_4__C0011;EU_376_2014_ART_4__C0001;EU_376_2014_ART_4__C0038,Article 4(6)(b);Article 4(6);Article 4(1)(b);Article 4(1);Article 4(8),0.358792;0.193274;0.147393;0.134934;0.126459,"(b)a person engaged in designing, manufacturing, continuous airworthiness monitoring, maintaining or modifying an aircraft, or any equipment or part thereof, under the oversight of a Member State or of the Agency;",,,,
QA_0250,How does the mandatory reporting obligation differ for occurrences related to aircraft registered outside the Union compared to those registered within the Union?,"Occurrences related to aircraft registered outside the Union must be reported only if they are used by an operator for which a Member State ensures oversight of operations or by an operator established in the Union. In contrast, occurrences involving aircraft registered within the Union must be reported by the pilot in command or the next crew member regardless of the operator's oversight status, thereby establishing a stricter obligation for Union-registered aircraft.",Article 4(6)(a),EU_376_2014_ART_4,auto_mapped,high,0.511861,0.336384,EU_376_2014_ART_4__C0030;EU_376_2014_ART_4__C0029;EU_376_2014_ART_4__C0023;EU_376_2014_ART_4__C0024;EU_376_2014_ART_4__C0025,Article 4(6)(a);Article 4(6);Article 4(1)(d)(iii);Article 4(2);Article 4(3),0.511861;0.175477;0.107351;0.106786;0.104705,"(a)the pilot in command, or, in cases where the pilot in command is unable to report the occurrence, any other crew member next in the chain of command of an aircraft registered in a Member State or an aircraft registered outside the Union ",,,,
QA_0251,What is the timeline for the establishment of mandatory reporting systems by Member States and how does it interact with the obligations of organizations under Article 4?,"Member States are required to establish their mandatory reporting systems in accordance with Article 4(3), which must facilitate the collection of details from organizations established in their territory. Organizations must set up their systems as per Article 4(2) to report occurrences. The timeline for these establishments is not specified in the text, but both obligations must be fulfilled to ensure a cohesive reporting framework, indicating that organizations must act promptly to comply with the Member States' systems.",Article 4(2) and 4(3),EU_376_2014_ART_4,auto_mapped,high,0.265994,0.094226,EU_376_2014_ART_4__C0024;EU_376_2014_ART_4__C0038;EU_376_2014_ART_4__C0025;EU_376_2014_ART_4__C0026;EU_376_2014_ART_4__C0029,Article 4(2);Article 4(8);Article 4(3);Article 4(4);Article 4(6),0.265994;0.171768;0.17155;0.145424;0.124252,2.Each organisation established in a Member State shall establish a mandatory reporting system to facilitate the collection of details of occurrences referred to in paragraph 1.,,,,
QA_0252,Under what specific conditions does the obligation for organisations not certified or approved by the Agency to report safety-related information to the competent authority NOT apply?,"The obligation for organisations not certified or approved by the Agency to report safety-related information to the competent authority does not apply if the information collected does not involve an actual or potential aviation safety risk. Additionally, if the organisation is not established in a Member State, the reporting obligation under paragraph 6 would also not apply.",Article 5(6),EU_376_2014_ART_5,auto_mapped,high,0.503321,0.169338,EU_376_2014_ART_5__C0016;EU_376_2014_ART_5__C0015;EU_376_2014_ART_5__C0011;EU_376_2014_ART_5__C0003;EU_376_2014_ART_5__C0006,Article 5(6);Article 5(5);Article 5(3)(b);Article 5(1)(b);Article 5(2)(b),0.503321;0.333983;0.177696;0.155823;0.155823,"6.Each organisation established in a Member State that is not certified or approved by the Agency shall, in a timely manner, report to the competent authority of that Member State, as designated pursuant to Article 6(3), the details of occu",,,,
QA_0253,What are the precise conditions under which the voluntary reporting systems established by Member States must exclude certain occurrences from mandatory reporting?,"The voluntary reporting systems must exclude occurrences that are subject to mandatory reporting as outlined in Article 4(1). Therefore, if an occurrence is mandated to be reported under Article 4(1), it cannot be included in the voluntary reporting system as per the stipulations in paragraph 4(a).",Article 5(4)(a) and Article 4(1),EU_376_2014_ART_5,auto_mapped,high,0.309321,0.045391,EU_376_2014_ART_5__C0013;EU_376_2014_ART_5__C0012;EU_376_2014_ART_5__C0017;EU_376_2014_ART_5__C0016;EU_376_2014_ART_5__C0001,Article 5(4)(a);Article 5(4);Article 5(7);Article 5(6);Article 5(1),0.309321;0.26393;0.237342;0.187258;0.179481,(a)not subject to mandatory reporting pursuant to Article 4(1);,,,,
QA_0254,"What are the obligations of organisations established in a Member State that are certified or approved by the Agency regarding the reporting of safety-related information, and how do these obligations differ from those of organisations not certified or approved?","Organisations established in a Member State and certified or approved by the Agency must report details of occurrences and safety-related information to the Agency in a timely manner, as specified in paragraph 5. In contrast, organisations not certified or approved by the Agency are required to report such information to the competent authority of their Member State, as outlined in paragraph 6. This distinction highlights the differing reporting channels based on certification status.",Article 5(5) and Article 5(6),EU_376_2014_ART_5,auto_mapped,high,0.400684,0.045698,EU_376_2014_ART_5__C0015;EU_376_2014_ART_5__C0016;EU_376_2014_ART_5__C0011;EU_376_2014_ART_5__C0017;EU_376_2014_ART_5__C0012,Article 5(5);Article 5(6);Article 5(3)(b);Article 5(7);Article 5(4),0.400684;0.354986;0.179308;0.17448;0.120286,"5.Each organisation established in a Member State and certified or approved by the Agency shall report to the Agency, in a timely manner, details of occurrences and safety-related information which have been collected pursuant to paragraph ",,,,
QA_0255,"How do the voluntary reporting systems established by the Agency and Member States interact with the mandatory reporting systems, and what implications does this have for the collection of safety-related information?","The voluntary reporting systems established by the Agency and Member States are designed to collect details of occurrences and safety-related information that may not be captured by the mandatory reporting systems, as stated in paragraphs 1 and 2. This means that while the mandatory systems focus on specific occurrences, the voluntary systems are broader and can include additional safety-related information perceived as a hazard. However, any information that falls under mandatory reporting as per Article 4(1) cannot be reported through the voluntary systems, ensuring clear boundaries between the two types of reporting.","Article 5(1), Article 5(2), and Article 4(1)",EU_376_2014_ART_5,auto_mapped,high,0.301547,0.083224,EU_376_2014_ART_5__C0017;EU_376_2014_ART_5__C0012;EU_376_2014_ART_5__C0016;EU_376_2014_ART_5__C0001;EU_376_2014_ART_5__C0015,Article 5(7);Article 5(4);Article 5(6);Article 5(1);Article 5(5),0.301547;0.218323;0.218026;0.212651;0.170727,"7.Member States, the Agency and organisations may establish other safety information collection and processing systems to collect details of occurrences that might not be captured by the reporting systems referred to in Article 4 and in par",,,,
QA_0256,"Under what specific conditions may small organisations opt for a simplified mechanism for the collection and storage of occurrence reports, and what limitations must they adhere to?","Small organisations may implement a simplified mechanism for the collection, evaluation, processing, analysis, and storage of occurrence reports only by agreement with the competent authority. They must also ensure that they share these tasks with organisations of the same nature while strictly complying with the confidentiality and protection rules established in this Regulation. Failure to meet either of these conditions would disqualify them from utilizing the simplified mechanism.",Article 6(2),EU_376_2014_ART_6,auto_mapped,high,0.575606,0.474247,EU_376_2014_ART_6__C0003;EU_376_2014_ART_6__C0001;EU_376_2014_ART_6__C0002;EU_376_2014_ART_6__C0005;EU_376_2014_ART_6__C0012,Article 6(2);Article 6(1);Article 6(1);Article 6(3);Article 6(4),0.575606;0.101359;0.070701;0.070701;0.070701,"2.By agreement with the competent authority, small organisations may put in place a simplified mechanism for the collection, evaluation, processing, analysis and storage of details of occurrences. They may share those tasks with organisatio",,,,
QA_0257,"What are the obligations of Member States in designating competent authorities for the collection and storage of occurrence reports, and how does this relate to the designation of a point of contact?","Member States are required to designate one or more competent authorities to establish a mechanism for the independent collection, evaluation, processing, analysis, and storage of occurrence reports. If a Member State designates multiple authorities, it must designate one as the point of contact for transferring information as specified in Article 8(2). This obligation ensures streamlined communication and accountability among the designated authorities.",Article 6(3),EU_376_2014_ART_6,auto_mapped,high,0.344568,0.011965,EU_376_2014_ART_6__C0010;EU_376_2014_ART_6__C0004;EU_376_2014_ART_6__C0005;EU_376_2014_ART_6__C0006;EU_376_2014_ART_6__C0001,Article 6(3)(c);Article 6(3);Article 6(3);Article 6(3);Article 6(1),0.344568;0.332603;0.225341;0.209557;0.191099,"Where a Member State designates more than one body or entity, it shall designate one of them as point of contact for the transfer of information referred to in Article 8(2).",,,,
QA_0258,"What specific information must be stored in the national database by competent authorities, and what are the implications if this information is not included?","Competent authorities must store occurrence reports drawn up based on details of occurrences collected in accordance with Articles 4 and 5 in a national database. Additionally, relevant information on accidents and serious incidents collected or issued by safety investigation authorities must also be included in this database. If this information is not stored, it could hinder the authorities' ability to fulfill their safety-related responsibilities and compromise the integrity of safety data management.",Article 6(6) and 6(7),EU_376_2014_ART_6,auto_mapped,high,0.373391,0.078751,EU_376_2014_ART_6__C0014;EU_376_2014_ART_6__C0015;EU_376_2014_ART_6__C0016;EU_376_2014_ART_6__C0013;EU_376_2014_ART_6__C0017,Article 6(6);Article 6(7);Article 6(8);Article 6(5);Article 6(9),0.373391;0.29464;0.229003;0.200262;0.152175,6.The competent authorities referred to in paragraph 3 shall store occurrence reports drawn up on the basis of details of occurrences collected in accordance with Articles 4 and 5 in a national database.,,,,
QA_0259,"How does the access to national databases differ between safety investigation authorities and civil aviation authorities, and what are the implications of these access rights?","Safety investigation authorities have full access to their respective national databases specifically for discharging their responsibilities under Article 5(4) of Regulation (EU) No 996/2010, while civil aviation authorities also have full access but for the purposes of their safety-related responsibilities. This distinction implies that while both types of authorities can access the data, their access is governed by different regulatory frameworks and responsibilities, which could affect how they utilize the information for safety oversight and investigation.",Article 6(9) and 6(10),EU_376_2014_ART_6,auto_mapped,high,0.382954,0.156267,EU_376_2014_ART_6__C0017;EU_376_2014_ART_6__C0018;EU_376_2014_ART_6__C0015;EU_376_2014_ART_6__C0007;EU_376_2014_ART_6__C0008,Article 6(9);Article 6(10);Article 6(7);Article 6(3)(a);Article 6(3)(b),0.382954;0.226687;0.13053;0.08354;0.079713,9.Safety investigation authorities shall have full access to their respective national database referred to in paragraph 6 for the purpose of discharging their responsibilities pursuant to Article 5(4) of Regulation (EU) No 996/2010.,,,,
QA_0260,Under what specific conditions do the requirements for safety risk classification in occurrence reports not apply?,"The requirements for safety risk classification do not apply to occurrence reports that are not referred to in paragraphs 5, 6, and 8 of Article 6. Therefore, if an occurrence report does not fall under these specific paragraphs, it is exempt from the obligation to include a safety risk classification, regardless of the nature of the occurrence.",Article 7(2),EU_376_2014_ART_7,auto_mapped,high,0.511022,0.314049,EU_376_2014_ART_7__C0002;EU_376_2014_ART_7__C0007;EU_376_2014_ART_7__C0004;EU_376_2014_ART_7__C0001;EU_376_2014_ART_7__C0009,Article 7(2);Article 7(5);Article 7(4);Article 7(1);Article 7(6),0.511022;0.196973;0.167147;0.135862;0.108035,"2.Occurrence reports referred to in paragraphs 5, 6 and 8 of Article 6 shall include a safety risk classification for the occurrence concerned. That classification shall be reviewed and if necessary amended, and shall be endorsed by the com",,,,
QA_0261,"What are the precise obligations of Member States and organizations regarding data quality checking processes, and how do these relate to the information in occurrence reports?","Member States and organizations are obligated to establish data quality checking processes to ensure consistency between the initially collected information and the reports stored in the database. This obligation is conditional upon the requirement to improve data consistency specifically for the information listed in Annex I, which must be included in occurrence reports as per Article 7(1). Failure to implement these processes could lead to inconsistencies that violate the regulatory framework.",Article 7(3),EU_376_2014_ART_7,auto_mapped,high,0.453012,0.284493,EU_376_2014_ART_7__C0003;EU_376_2014_ART_7__C0001;EU_376_2014_ART_7__C0014;EU_376_2014_ART_7__C0015;EU_376_2014_ART_7__C0002,Article 7(3);Article 7(1);Article 7(8)(c);Article 7(8)(c);Article 7(2),0.453012;0.168519;0.115415;0.091103;0.081353,"3.Organisations, Member States and the Agency shall establish data quality checking processes to improve data consistency, notably between the information collected initially and the report stored in the database.",,,,
QA_0262,"What is the timeline for the development of the common European risk classification scheme, and what implications does this have for the classification of occurrences?","The common European risk classification scheme must be developed by the Commission by 15 May 2017, as stated in Article 7(5). This timeline implies that any occurrence reports requiring a safety risk classification must be classified according to this scheme once it is established. If the scheme is not developed by this date, the classification of occurrences may not align with the intended regulatory framework, potentially affecting compliance.",Article 7(5),EU_376_2014_ART_7,auto_mapped,high,0.3849,0.099602,EU_376_2014_ART_7__C0007;EU_376_2014_ART_7__C0008;EU_376_2014_ART_7__C0002;EU_376_2014_ART_7__C0009;EU_376_2014_ART_7__C0010,Article 7(5);Article 7(5);Article 7(2);Article 7(6);Article 7(7),0.3849;0.285298;0.258428;0.179044;0.165472,"5.The Commission, in close cooperation with the Member States and the Agency through the network of aviation safety analysts, referred to in Article 14(2), shall develop a common European risk classification scheme to enable the organisatio",,,,
QA_0263,How do the requirements for standardization and compatibility of databases relate to the obligations of the Commission and the Agency in supporting Member States?,"The requirements for databases to be standardized and compatible with ECCAIRS and ADREP taxonomy, as outlined in Article 7(4), are directly linked to the obligations of the Commission and the Agency to support Member States in data integration. This support includes ensuring that the databases used for occurrence reports adhere to these standards, thereby facilitating harmonization across Member States. If the databases do not meet these requirements, the support provided may not effectively contribute to the intended data integration goals.",Article 7(4) and 7(8),EU_376_2014_ART_7,auto_mapped,high,0.178515,0.012136,EU_376_2014_ART_7__C0015;EU_376_2014_ART_7__C0011;EU_376_2014_ART_7__C0004;EU_376_2014_ART_7__C0007;EU_376_2014_ART_7__C0003,Article 7(8)(c);Article 7(8);Article 7(4);Article 7(5);Article 7(3),0.178515;0.166379;0.155363;0.153755;0.101917,"The Commission and the Agency shall provide that support in such a way as to contribute to the harmonisation of the data entry process across Member States, in particular by providing to staff working in the bodies or entities referred to i",,,,
QA_0264,Under what conditions does an organization established in a Member State NOT need to transmit preliminary results of the analysis to the competent authority within 30 days?,"An organization is not required to transmit preliminary results to the competent authority within 30 days if it is certified or approved by the Agency and the occurrence reported falls under Articles 4(9) and 5(5). In this case, the organization must transmit to the Agency instead. Additionally, if the organization is covered by paragraph 5, it must follow the specific reporting obligations to the Agency rather than the competent authority.",Article 13(4) and Article 13(5),EU_376_2014_ART_13,auto_mapped,high,0.393725,0.074546,EU_376_2014_ART_13__C0007;EU_376_2014_ART_13__C0012;EU_376_2014_ART_13__C0011;EU_376_2014_ART_13__C0015;EU_376_2014_ART_13__C0016,Article 13(4);Article 13(5);Article 13(4)(b);Article 13(5)(b);Article 13(5)(b),0.393725;0.319179;0.216856;0.181715;0.169049,4.Where an organisation established in a Member State which is not covered by paragraph 5 identifies an actual or potential aviation safety risk as a result of its analysis of occurrences or group of occurrences reported pursuant to Article,,,,
QA_0265,What are the specific conditions under which an organization must implement corrective or preventive actions after identifying aviation safety deficiencies?,An organization must implement corrective or preventive actions in a timely manner only if it identifies actual or potential aviation safety deficiencies as a result of its analysis of occurrences. This obligation is contingent upon the organization having conducted the analysis required by paragraph 1 and having determined that such actions are appropriate. Failure to conduct the analysis or determine the necessity of actions negates this obligation.,Article 13(2),EU_376_2014_ART_13,auto_mapped,high,0.401943,0.164715,EU_376_2014_ART_13__C0003;EU_376_2014_ART_13__C0018;EU_376_2014_ART_13__C0002;EU_376_2014_ART_13__C0004;EU_376_2014_ART_13__C0017,Article 13(2);Article 13(7);Article 13(1);Article 13(2)(a);Article 13(6),0.401943;0.237228;0.182386;0.174513;0.169844,"2.When, following the analysis referred to in paragraph 1, an organisation established in a Member State identifies any appropriate corrective or preventive action required to address actual or potential aviation safety deficiencies, it sha",,,,
QA_0266,"What is the timeline for an organization to report final results of the analysis of occurrences to the Agency, and what are the implications if this timeline is not adhered to?","An organization certified or approved by the Agency must report the final results of the analysis as soon as they are available, and in principle, no later than three months from the date of notification of the occurrence. If this timeline is not adhered to, the Agency may request the organization to provide the preliminary or final results of the analysis, indicating a potential compliance issue that needs to be addressed.",Article 13(5),EU_376_2014_ART_13,auto_mapped,high,0.469101,0.137212,EU_376_2014_ART_13__C0015;EU_376_2014_ART_13__C0010;EU_376_2014_ART_13__C0012;EU_376_2014_ART_13__C0016;EU_376_2014_ART_13__C0013,Article 13(5)(b);Article 13(4)(b);Article 13(5);Article 13(5)(b);Article 13(5)(a),0.469101;0.331889;0.329705;0.311872;0.210689,"The organisation certified or approved by the Agency shall transmit to the Agency the final results of the analysis, where required, as soon as they are available and, in principle, no later than three months from the date of notification o",,,,
QA_0267,How do the obligations of a Member State differ from those of an organization when analyzing occurrences reported directly to them?,"While both a Member State and an organization must develop a process to analyze occurrences and determine appropriate corrective actions, the Member State is responsible for occurrences reported directly to it under Articles 4(6), 5(2), and 5(3), whereas the organization must analyze occurrences reported under Articles 4(2) and 5(1). Additionally, the Member State must implement actions identified from its analysis and monitor their effectiveness, similar to the obligations placed on organizations, but the specific reporting and follow-up responsibilities differ based on the source of the occurrence report.",Article 13(6) and Article 13(1),EU_376_2014_ART_13,auto_mapped,high,0.392936,0.145821,EU_376_2014_ART_13__C0017;EU_376_2014_ART_13__C0007;EU_376_2014_ART_13__C0001;EU_376_2014_ART_13__C0012;EU_376_2014_ART_13__C0021,Article 13(6);Article 13(4);Article 13(1);Article 13(5);Article 13(8),0.392936;0.247115;0.220689;0.20581;0.15078,"6.Each Member State and the Agency shall develop a process to analyse the information relating to occurrences which are directly reported to them in accordance with Articles 4(6), 5(2) and 5(3) in order to identify the safety hazards associ",,,,
QA_0268,"Under what conditions can observers be invited to participate in the exchange and analysis of information contained in the European Central Repository, and what limitations are placed on this invitation?","Observers may only be invited on a case-by-case basis and where appropriate, indicating that their participation is not automatic and is contingent upon specific circumstances deemed suitable by the Commission, the Agency, or the competent authorities. Furthermore, this invitation must be made without prejudice to the confidentiality requirements laid down in the Regulation, meaning that if confidentiality cannot be maintained, observers cannot be invited.",Article 14(1),EU_376_2014_ART_14,auto_mapped,high,0.462943,0.086761,EU_376_2014_ART_14__C0002;EU_376_2014_ART_14__C0001;EU_376_2014_ART_14__C0003;EU_376_2014_ART_14__C0006;EU_376_2014_ART_14__C0004,Article 14(1);Article 14(1);Article 14(2);Article 14(4);Article 14(2),0.462943;0.376182;0.079526;0.073086;0.035314,"Without prejudice to the confidentiality requirements laid down in this Regulation, observers may be invited on a case-by-case basis, where appropriate.",,,,
QA_0269,"What are the specific roles of the Agency in supporting the network of aviation safety analysts, and how does this relate to the obligations of the Commission and Member States?","The Agency's role includes providing assistance for the preparation and organisation of meetings of the network of aviation safety analysts, which is essential for fulfilling the collaborative obligations of the Commission and Member States as outlined in paragraph 2. This means that while the Commission and Member States are responsible for regular participation in information exchange, the Agency must ensure that the network is effectively supported to facilitate this collaboration, thus creating a direct link between the Agency's support and the obligations of the other entities.",Article 14(2) and 14(3),EU_376_2014_ART_14,auto_mapped,high,0.310511,0.073865,EU_376_2014_ART_14__C0003;EU_376_2014_ART_14__C0005;EU_376_2014_ART_14__C0004;EU_376_2014_ART_14__C0001;EU_376_2014_ART_14__C0006,Article 14(2);Article 14(3);Article 14(2);Article 14(1);Article 14(4),0.310511;0.236646;0.228218;0.151091;0.075563,"2.The Commission, the Agency and the competent authorities of the Member States shall collaborate through a network of aviation safety analysts.",,,,
QA_0270,"What specific information must the Agency include in the annual safety review, and how does this relate to the analysis conducted in paragraph 1?","The Agency is required to include information about the results of the information analysis referred to in paragraph 1 in the annual safety review mentioned in Article 15(4) of Regulation (EC) No 216/2008. This indicates that the Agency's obligation to report is directly linked to the analysis of the information contained in the European Central Repository, thereby emphasizing that only the results of such analysis are relevant for inclusion in the review, not the analysis process itself.",Article 14(4),EU_376_2014_ART_14,auto_mapped,high,0.522051,0.347618,EU_376_2014_ART_14__C0006;EU_376_2014_ART_14__C0001;EU_376_2014_ART_14__C0004;EU_376_2014_ART_14__C0003;EU_376_2014_ART_14__C0005,Article 14(4);Article 14(1);Article 14(2);Article 14(2);Article 14(3),0.522051;0.174433;0.088459;0.049175;0.046019,4.The Agency shall include information about the result of information analysis referred to in paragraph 1 in the annual safety review referred to in Article 15(4) of Regulation (EC) No 216/2008.,,,,
QA_0271,"What are the implications of the confidentiality requirements on the collaboration between the Commission, the Agency, and Member States in terms of information sharing?","The confidentiality requirements impose a limitation on the extent and nature of information that can be shared among the Commission, the Agency, and Member States. This means that while they are obligated to collaborate and exchange information regularly, any information that cannot be shared without breaching confidentiality cannot be included in their collaborative efforts. Therefore, the effectiveness of their collaboration is contingent upon the ability to maintain confidentiality, which could restrict the scope of the information exchanged.",Article 14(1),EU_376_2014_ART_14,auto_mapped,high,0.332012,0.108074,EU_376_2014_ART_14__C0001;EU_376_2014_ART_14__C0002;EU_376_2014_ART_14__C0003;EU_376_2014_ART_14__C0006;EU_376_2014_ART_14__C0005,Article 14(1);Article 14(1);Article 14(2);Article 14(4);Article 14(3),0.332012;0.223938;0.113297;0.08047;0.022321,"1.The Commission, the Agency and the competent authorities of the Member States shall, in collaboration, participate regularly in the exchange and analysis of information contained in the European Central Repository.",,,,
QA_0272,"Under what specific conditions can information derived from occurrence reports be used for purposes other than maintaining or improving aviation safety, and what are the implications for Member States and organizations?","Information derived from occurrence reports cannot be used for purposes other than maintaining or improving aviation safety unless it is explicitly stated otherwise in national law or under specific legal provisions that allow such use. This means that Member States and organizations must strictly adhere to the limitations set forth in Article 15(2), which prohibits the attribution of blame or liability. Therefore, any use of this information outside the defined safety context would violate the regulation unless it falls under a clearly defined exception in national law.",Article 15(2),EU_376_2014_ART_15,auto_mapped,high,0.322836,0.08449,EU_376_2014_ART_15__C0003;EU_376_2014_ART_15__C0004;EU_376_2014_ART_15__C0006;EU_376_2014_ART_15__C0009;EU_376_2014_ART_15__C0005,Article 15(2);Article 15(2);Article 15(2)(b);Article 15(3)(b);Article 15(2)(a),0.322836;0.238346;0.199905;0.154939;0.12864,"2.Without prejudice to the provisions relating to the protection of safety information in Articles 12, 14 and 15 of Regulation (EU) No 996/2010, information derived from occurrence reports shall be used only for the purpose for which it has",,,,
QA_0273,"What are the obligations of Member States and organizations regarding the confidentiality of occurrence information, and how do these obligations interact with the requirements for cooperation between competent authorities?","Member States and organizations are obligated to ensure the confidentiality of occurrence information as stated in Article 15(1) and must process personal data only to the extent necessary for the purposes of the Regulation. This obligation interacts with the requirement for cooperation between competent authorities, as outlined in Article 15(4), which mandates that these authorities must balance the need for justice with the availability of safety information. Therefore, any sharing of information must maintain confidentiality while ensuring that safety information remains accessible for necessary safety-related actions.",Article 15(1) and Article 15(4),EU_376_2014_ART_15,auto_mapped,high,0.245746,0.020916,EU_376_2014_ART_15__C0010;EU_376_2014_ART_15__C0002;EU_376_2014_ART_15__C0001;EU_376_2014_ART_15__C0009;EU_376_2014_ART_15__C0007,Article 15(4);Article 15(1);Article 15(1);Article 15(3)(b);Article 15(3),0.245746;0.22483;0.200272;0.152389;0.141945,4.Member States shall ensure that their competent authorities referred to in Article 6(3) and their competent authorities for the administration of justice cooperate with each other through advance administrative arrangements. These advance,,,,
QA_0274,"What specific limitations are placed on the use of information contained in the European Central Repository, and how do these limitations relate to the obligations of the Commission and the Agency?","The use of information contained in the European Central Repository is strictly limited to what is necessary for discharging safety-related obligations, as mandated in Article 15(3). This means that the Commission and the Agency must ensure that any use of this information does not attribute blame or liability, focusing solely on risk management and safety trend analysis. Therefore, any use that extends beyond these parameters would violate the obligations outlined in this article.",Article 15(3),EU_376_2014_ART_15,auto_mapped,high,0.377602,0.056034,EU_376_2014_ART_15__C0007;EU_376_2014_ART_15__C0009;EU_376_2014_ART_15__C0008;EU_376_2014_ART_15__C0004;EU_376_2014_ART_15__C0010,Article 15(3);Article 15(3)(b);Article 15(3)(a);Article 15(2);Article 15(4),0.377602;0.321568;0.159451;0.105981;0.104997,"3.The Commission, the Agency and the competent authorities of the Member States, when discharging their obligations under Article 14 in relation to the information contained in the European Central Repository, shall:",,,,
QA_0275,"How do the confidentiality obligations outlined in Article 15(1) interact with the provisions of Directive 95/46/EC, and what are the implications for the processing of personal data?","The confidentiality obligations in Article 15(1) require Member States and organizations to process personal data only to the extent necessary for the purposes of the Regulation, without prejudice to the provisions of Directive 95/46/EC. This means that while the Regulation sets specific confidentiality standards, it does not override the protections offered by the Directive. Consequently, any processing of personal data must comply with both the Regulation and the Directive, ensuring that personal data is handled with the highest level of confidentiality and only for legitimate purposes.",Article 15(1),EU_376_2014_ART_15,auto_mapped,high,0.389658,0.158844,EU_376_2014_ART_15__C0002;EU_376_2014_ART_15__C0001;EU_376_2014_ART_15__C0003;EU_376_2014_ART_15__C0007;EU_376_2014_ART_15__C0008,Article 15(1);Article 15(1);Article 15(2);Article 15(3);Article 15(3)(a),0.389658;0.230814;0.093605;0.06481;0.048988,"Each Member State, each organisation established in a Member State, or the Agency shall process personal data only to the extent necessary for the purposes of this Regulation and without prejudice to national legal acts implementing Directi",,,,
